chr,start,end,name,signalValue ,pValue ,qValue,peak,ann_start,ann_end,gene,product
U00096.3,3534602,3534758,NA_peak_1031,1.20188,6.40725,4.77399,55,3534516,3535868,gene=envZ,product=sensor histidine kinase EnvZ
U00096.3,3535367,3535568,NA_peak_1032,1.18955,5.77505,4.24012,131,3534516,3535868,gene=envZ,product=sensor histidine kinase EnvZ
U00096.3,3535716,3536170,NA_peak_1033,1.45645,26.0947,23.377,336,3534516,3535868,gene=envZ,product=sensor histidine kinase EnvZ
U00096.3,3535716,3536170,NA_peak_1033,1.45645,26.0947,23.377,336,3535865,3536584,gene=ompR,product=DNA-binding transcriptional dual regulator OmpR
U00096.3,3537439,3538313,NA_peak_1034,1.25272,9.41454,7.39247,362,3537385,3539706,gene=yhgF,product=putative RNA-binding protein YhgF
U00096.3,3538444,3539079,NA_peak_1035,1.20306,6.69372,5.01742,297,3537385,3539706,gene=yhgF,product=putative RNA-binding protein YhgF
U00096.3,3540509,3540717,NA_peak_1036,1.2386,9.2424,7.23914,148,3540407,3542728,gene=feoB,product=Fe(2(+)) transporter FeoB
U00096.3,3540919,3541337,NA_peak_1037,1.21027,8.08375,6.21538,162,3540407,3542728,gene=feoB,product=Fe(2(+)) transporter FeoB
U00096.3,3541448,3542106,NA_peak_1038,1.31242,15.9517,13.4478,200,3540407,3542728,gene=feoB,product=Fe(2(+)) transporter FeoB
U00096.3,3542315,3542486,NA_peak_1039,1.26083,9.80813,7.7438,70,3540407,3542728,gene=feoB,product=Fe(2(+)) transporter FeoB
U00096.3,3542574,3542842,NA_peak_1040,1.24621,8.90224,6.93587,127,3540407,3542728,gene=feoB,product=Fe(2(+)) transporter FeoB
U00096.3,3542574,3542842,NA_peak_1040,1.24621,8.90224,6.93587,127,3542728,3542964,gene=feoC,product=ferrous iron transport protein FeoC
U00096.3,3547130,3547294,NA_peak_1041,1.18951,5.24702,3.79541,84,3546559,3547875,gene=gntT,product=high-affinity gluconate transporter
U00096.3,3548211,3548514,NA_peak_1042,1.17905,5.2278,3.77891,215,3547986,3550070,gene=malQ,product=4-alpha-glucanotransferase
U00096.3,3549030,3549472,NA_peak_1043,1.29155,12.3523,10.0638,221,3547986,3550070,gene=malQ,product=4-alpha-glucanotransferase
U00096.3,3550048,3550312,NA_peak_1044,1.29886,11.6378,9.40348,148,3547986,3550070,gene=malQ,product=4-alpha-glucanotransferase
U00096.3,3550048,3550312,NA_peak_1044,1.29886,11.6378,9.40348,148,3550080,3552473,gene=malP,product=maltodextrin phosphorylase
U00096.3,3553135,3553316,NA_peak_1045,1.23709,8.45861,6.545,106,3553085,3555790,gene=malT,product=DNA-binding transcriptional activator MalT
U00096.3,3556269,3556811,NA_peak_1046,1.24755,9.61911,7.57456,382,3555833,3556849,gene=rtcA,product=RNA 3'-terminal phosphate cyclase
U00096.3,3558954,3559169,NA_peak_1047,1.12541,3.00902,1.93914,85,3558268,3559866,gene=rtcR,product=DNA-binding transcriptional activator RtcR
U00096.3,3559340,3559634,NA_peak_1048,1.15498,4.40461,3.09155,217,3558268,3559866,gene=rtcR,product=DNA-binding transcriptional activator RtcR
U00096.3,3559688,3560084,NA_peak_1049,1.1864,6.03572,4.45963,72,3558268,3559866,gene=rtcR,product=DNA-binding transcriptional activator RtcR
U00096.3,3561520,3561667,NA_peak_1050,1.19493,5.81807,4.27551,101,3561497,3561823,gene=glpE,product=thiosulfate sulfurtransferase GlpE
U00096.3,3562065,3562382,NA_peak_1051,1.30687,13.7443,11.366,78,3562013,3563518,gene=glpD,product=aerobic glycerol 3-phosphate dehydrogenase
U00096.3,3562478,3562643,NA_peak_1052,1.20532,6.92918,5.21749,87,3562013,3563518,gene=glpD,product=aerobic glycerol 3-phosphate dehydrogenase
U00096.3,3563176,3563444,NA_peak_1053,1.42278,24.2542,21.5559,139,3562013,3563518,gene=glpD,product=aerobic glycerol 3-phosphate dehydrogenase
U00096.3,3565077,3565264,NA_peak_1054,1.17446,5.04029,3.62172,81,3564134,3566581,gene=glgP,product=glycogen phosphorylase
U00096.3,3566808,3567131,NA_peak_1055,1.13817,3.56911,2.39955,141,3566600,3568033,gene=glgA,product=glycogen synthase
U00096.3,3567560,3567828,NA_peak_1056,1.13962,3.66971,2.48295,100,3566600,3568033,gene=glgA,product=glycogen synthase
U00096.3,3571193,3571430,NA_peak_1057,1.21861,7.31088,5.54425,120,3569346,3571319,gene=glgX,product=limit dextrin alpha-1%2C6-glucohydrolase
U00096.3,3571193,3571430,NA_peak_1057,1.21861,7.31088,5.54425,120,3571316,3573502,gene=glgB,product=1%2C4-alpha-glucan branching enzyme
U00096.3,3573785,3573990,NA_peak_1058,1.287,10.7873,8.62612,80,3573775,3574878,gene=asd,product=aspartate-semialdehyde dehydrogenase
U00096.3,3575916,3576191,NA_peak_1059,1.1843,5.32258,3.85871,197,3575721,3577061,gene=gntU,product=low-affinity gluconate transporter
U00096.3,3576472,3576763,NA_peak_1060,1.20745,6.61678,4.95213,86,3575721,3577061,gene=gntU,product=low-affinity gluconate transporter
U00096.3,3577813,3577987,NA_peak_1061,1.29278,11.1063,8.91675,102,3577731,3578726,gene=gntR,product=DNA-binding transcriptional repressor GntR
U00096.3,3578326,3578530,NA_peak_1062,1.09997,2.24202,1.31381,203,3577731,3578726,gene=gntR,product=DNA-binding transcriptional repressor GntR
U00096.3,3578938,3579205,NA_peak_1063,1.18089,5.41746,3.93826,205,3578950,3579645,gene=yhhW,product=quercetin 2%2C3-dioxygenase
U00096.3,3580414,3580614,NA_peak_1064,1.17199,4.60513,3.25832,132,3579768,3580805,gene=yhhX,product=putative oxidoreductase YhhX
U00096.3,3581169,3581425,NA_peak_1065,1.29684,10.6279,8.48221,134,3581138,3581626,gene=yhhY,product=N-acetyltransferase YhhY
U00096.3,3585100,3585556,NA_peak_1066,1.19757,5.44252,3.95953,84,3585081,3586823,gene=ggt,product=glutathione hydrolase proenzyme
U00096.3,3586260,3586436,NA_peak_1067,1.20852,6.16913,4.57199,99,3585081,3586823,gene=ggt,product=glutathione hydrolase proenzyme
U00096.3,3588459,3588823,NA_peak_1068,1.20246,6.97306,5.2554,304,3588110,3589180,gene=ugpC,product=sn-glycerol 3-phosphate ABC transporter ATP binding subunit
U00096.3,3589795,3590060,NA_peak_1069,1.36724,17.0186,14.4691,112,3589182,3590027,gene=ugpE,product=sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
U00096.3,3589795,3590060,NA_peak_1069,1.36724,17.0186,14.4691,112,3590024,3590911,gene=ugpA,product=sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA
U00096.3,3592757,3593039,NA_peak_1070,1.24223,8.65533,6.71788,112,3592724,3593437,gene=livF,product=branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
U00096.3,3593691,3593918,NA_peak_1071,1.18456,5.6481,4.1321,81,3593439,3594206,gene=livG,product=branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG
U00096.3,3594279,3594628,NA_peak_1072,1.22862,7.89597,6.05168,167,3594203,3595480,gene=livM,product=branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
U00096.3,3595706,3596266,NA_peak_1073,1.14603,4.00355,2.7588,238,3595477,3596403,gene=livH,product=branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH
U00096.3,3598151,3598352,NA_peak_1074,1.18107,5.30377,3.84267,129,3597984,3598367,gene=panZ,product=PanD maturation factor
U00096.3,3599969,3600223,NA_peak_1075,1.36643,16.4619,13.9339,70,3599929,3600783,gene=rpoH,product=RNA polymerase sigma factor RpoH
U00096.3,3600505,3600719,NA_peak_1076,1.11083,2.79442,1.76319,184,3599929,3600783,gene=rpoH,product=RNA polymerase sigma factor RpoH
U00096.3,3601957,3602575,NA_peak_1077,1.17883,5.22545,3.77687,43,3601028,3602086,gene=ftsX,product=cell division protein FtsX
U00096.3,3601957,3602575,NA_peak_1077,1.17883,5.22545,3.77687,43,3602079,3602747,gene=ftsE,product=cell division protein FtsE
U00096.3,3603833,3603984,NA_peak_1078,1.13729,3.48593,2.33129,27,3602750,3604243,gene=ftsY,product=signal recognition particle receptor
U00096.3,3605830,3606252,NA_peak_1079,1.26016,10.1929,8.08936,142,3605751,3606377,gene=yhhN,product=PF07947 family protein YhhN
U00096.3,3606528,3606905,NA_peak_1080,1.18792,5.73236,4.20364,98,3606451,3608649,gene=zntA,product=Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
U00096.3,3607027,3607493,NA_peak_1081,1.1903,6.14255,4.54997,232,3606451,3608649,gene=zntA,product=Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
U00096.3,3608120,3608413,NA_peak_1082,1.19625,6.23787,4.63101,170,3606451,3608649,gene=zntA,product=Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
U00096.3,3609520,3609713,NA_peak_1083,1.24129,8.1717,6.29246,92,3609217,3609882,gene=yhhQ,product=queuosine precursor transporter
U00096.3,3610983,3611346,NA_peak_1084,1.19206,5.94693,4.385,79,3610516,3611733,gene=yhhS,product=putative transporter YhhS
U00096.3,3611403,3611552,NA_peak_1085,1.19394,5.78544,4.24906,61,3610516,3611733,gene=yhhS,product=putative transporter YhhS
U00096.3,3614641,3615082,NA_peak_1086,1.22079,7.44187,5.65695,42,3613667,3615241,gene=nikA,product=Ni(2(+)) ABC transporter periplasmic binding protein
U00096.3,3615794,3615965,NA_peak_1087,1.27136,11.4394,9.22152,58,3615241,3616185,gene=nikB,product=Ni(2(+)) ABC transporter membrane subunit NikB
U00096.3,3616263,3616767,NA_peak_1088,1.22679,8.45286,6.5398,49,3616182,3617015,gene=nikC,product=Ni(2(+)) ABC transporter membrane subunit NikC
U00096.3,3617020,3617217,NA_peak_1089,1.2063,6.57849,4.91911,125,3617015,3617779,gene=nikD,product=Ni(2(+)) ABC transporter ATP binding subunit NikD
U00096.3,3617958,3618261,NA_peak_1090,1.24578,8.90093,6.93475,156,3617776,3618582,gene=nikE,product=Ni(2(+)) ABC transporter ATP binding subunit NikE
U00096.3,3618754,3618933,NA_peak_1091,1.41018,21.5527,18.8907,81,3618588,3618989,gene=nikR,product=DNA-binding transcriptional repressor NikR
U00096.3,3619529,3619702,NA_peak_1092,1.23851,8.65741,6.71975,138,3619192,3623427,gene=rhsB,product=rhs element protein RhsB
U00096.3,3619752,3619927,NA_peak_1093,1.25417,10.1964,8.09241,100,3619192,3623427,gene=rhsB,product=rhs element protein RhsB
U00096.3,3620390,3620570,NA_peak_1094,1.198,6.77689,5.08795,76,3619192,3623427,gene=rhsB,product=rhs element protein RhsB
U00096.3,3621006,3621773,NA_peak_1095,1.43674,26.4739,23.752,428,3619192,3623427,gene=rhsB,product=rhs element protein RhsB
U00096.3,3622174,3622335,NA_peak_1096,1.1614,4.71131,3.34686,129,3619192,3623427,gene=rhsB,product=rhs element protein RhsB
U00096.3,3622404,3622700,NA_peak_1097,1.18219,5.76944,4.23526,34,3619192,3623427,gene=rhsB,product=rhs element protein RhsB
U00096.3,3625928,3626280,NA_peak_1098,1.22643,8.12366,6.25078,110,3625679,3626803,gene=yhhJ,product=ABC transporter family protein YhhJ
U00096.3,3627465,3627689,NA_peak_1099,1.14473,4.14771,2.87961,190,3626803,3629538,gene=rbbA,product=ribosome-associated ATPase
U00096.3,3627820,3628109,NA_peak_1100,1.29549,13.4721,11.1105,75,3626803,3629538,gene=rbbA,product=ribosome-associated ATPase
U00096.3,3629335,3629505,NA_peak_1101,1.15199,4.34991,3.04692,54,3626803,3629538,gene=rbbA,product=ribosome-associated ATPase
U00096.3,3629739,3629994,NA_peak_1102,1.17683,5.59803,4.09064,154,3629535,3630602,gene=yhiI,product=putative membrane fusion protein YhiI
U00096.3,3630151,3630481,NA_peak_1103,1.14854,4.18016,2.90581,29,3629535,3630602,gene=yhiI,product=putative membrane fusion protein YhiI
U00096.3,3630552,3630731,NA_peak_1104,1.21185,6.32197,4.70196,92,3629535,3630602,gene=yhiI,product=putative membrane fusion protein YhiI
U00096.3,3630552,3630731,NA_peak_1104,1.21185,6.32197,4.70196,92,3630665,3630778,gene=yhiY,product=protein YhiY
U00096.3,3635182,3635352,NA_peak_1105,1.25729,7.93941,6.08883,37,3634841,3635893,gene=yhiM,product=inner membrane protein YhiM
U00096.3,3636289,3636453,NA_peak_1106,1.19291,5.70951,4.18445,124,3636208,3637410,gene=yhiN,product=putative oxidoreductase YhiN
U00096.3,3636727,3637144,NA_peak_1107,1.26712,10.046,7.95696,284,3636208,3637410,gene=yhiN,product=putative oxidoreductase YhiN
U00096.3,3638241,3638525,NA_peak_1108,1.3363,14.285,11.8723,142,3637642,3639141,gene=pitA,product=metal phosphate:H(+) symporter PitA
U00096.3,3638767,3639182,NA_peak_1109,1.16967,5.12844,3.69604,252,3637642,3639141,gene=pitA,product=metal phosphate:H(+) symporter PitA
U00096.3,3642681,3642899,NA_peak_1110,1.24978,8.43451,6.52329,101,3642380,3643132,gene=rsmJ,product=16S rRNA m(2)G1516 methyltransferase
U00096.3,3644589,3644987,NA_peak_1111,1.26673,10.8542,8.68711,131,3643140,3645182,gene=prlC,product=oligopeptidase A
U00096.3,3646758,3647036,NA_peak_1112,1.2341,7.40377,5.62478,121,3646299,3647651,gene=gor,product=glutathione reductase (NADPH)
U00096.3,3649032,3649436,NA_peak_1113,1.2278,7.60742,5.80053,272,3648935,3650224,gene=arsB,product=arsenite/antimonite:H(+) antiporter
U00096.3,3652406,3652942,NA_peak_1114,1.17437,4.51026,3.17954,368,3652182,3653162,gene=insH11,product=IS5 family transposase and trans-activator
U00096.3,3659594,3659821,NA_peak_1115,1.28406,12.0422,9.77645,89,3659232,3660389,gene=mdtE,product=multidrug efflux pump membrane fusion protein MdtE
U00096.3,3661130,3661306,NA_peak_1116,1.28021,9.2286,7.22666,111,3660414,3663527,gene=mdtF,product=multidrug efflux pump RND permease MdtF
U00096.3,3661874,3662049,NA_peak_1117,1.238,7.62807,5.81826,80,3660414,3663527,gene=mdtF,product=multidrug efflux pump RND permease MdtF
U00096.3,3662777,3662924,NA_peak_1118,1.18039,5.54672,4.04697,79,3660414,3663527,gene=mdtF,product=multidrug efflux pump RND permease MdtF
U00096.3,3663001,3663159,NA_peak_1119,1.16581,4.92798,3.52825,66,3660414,3663527,gene=mdtF,product=multidrug efflux pump RND permease MdtF
U00096.3,3666794,3666989,NA_peak_1120,1.1577,4.65681,3.30141,61,3666180,3667580,gene=gadA,product=glutamate decarboxylase A
U00096.3,3668421,3668675,NA_peak_1121,1.20274,5.81193,4.27027,193,3667791,3669188,gene=ccp,product=cytochrome c peroxidase
U00096.3,3670382,3670628,NA_peak_1122,1.45669,22.9234,20.2413,106,3669592,3671241,gene=treF,product=cytoplasmic trehalase
U00096.3,3670741,3670927,NA_peak_1123,1.24074,8.42616,6.51596,85,3669592,3671241,gene=treF,product=cytoplasmic trehalase
U00096.3,3674946,3675250,NA_peak_1124,1.33085,15.1048,12.6439,152,3674786,3676108,gene=yhjE,product=putative transporter YhjE
U00096.3,3679641,3679809,NA_peak_1125,1.17081,4.77952,3.40365,127,3679419,3680348,gene=kdgK,product=2-dehydro-3-deoxygluconokinase
U00096.3,3679871,3680135,NA_peak_1126,1.19158,6.16632,4.56967,131,3679419,3680348,gene=kdgK,product=2-dehydro-3-deoxygluconokinase
U00096.3,3681605,3681796,NA_peak_1127,1.21588,7.00814,5.28577,74,3680444,3681940,gene=yhjJ,product=peptidase M16 family protein YhjJ
U00096.3,3682954,3683250,NA_peak_1128,1.16759,4.54519,3.20775,178,3682161,3683447,gene=dctA,product=C4 dicarboxylate/orotate:H(+) symporter
U00096.3,3686783,3687890,NA_peak_1129,1.26963,11.6063,9.37453,540,3685700,3689173,gene=bcsC,product=cellulose synthase outer membrane channel
U00096.3,3687989,3688177,NA_peak_1130,1.17834,5.2737,3.81805,102,3685700,3689173,gene=bcsC,product=cellulose synthase outer membrane channel
U00096.3,3688703,3688958,NA_peak_1131,1.15841,4.52789,3.19443,169,3685700,3689173,gene=bcsC,product=cellulose synthase outer membrane channel
U00096.3,3690413,3690697,NA_peak_1132,1.21007,7.33547,5.56525,45,3690268,3692607,gene=bcsB,product=cellulose synthase periplasmic subunit
U00096.3,3692336,3692489,NA_peak_1133,1.20479,6.7094,5.03083,97,3690268,3692607,gene=bcsB,product=cellulose synthase periplasmic subunit
U00096.3,3693905,3694095,NA_peak_1134,1.15217,4.242,2.95696,55,3692618,3695236,gene=bcsA,product=cellulose synthase catalytic subunit
U00096.3,3694445,3694649,NA_peak_1135,1.17473,5.06372,3.64164,112,3692618,3695236,gene=bcsA,product=cellulose synthase catalytic subunit
U00096.3,3697137,3697287,NA_peak_1136,1.20316,5.76608,4.23239,82,3696458,3698029,gene=bcsE,product=c-di-GMP-binding protein BcsE
U00096.3,3701930,3702146,NA_peak_1137,1.25821,9.5378,7.50267,77,3701864,3702868,gene=dppF,product=dipeptide ABC transporter ATP binding subunit DppF
U00096.3,3702823,3703143,NA_peak_1138,1.176,5.43682,3.95488,208,3701864,3702868,gene=dppF,product=dipeptide ABC transporter ATP binding subunit DppF
U00096.3,3702823,3703143,NA_peak_1138,1.176,5.43682,3.95488,208,3702865,3703848,gene=dppD,product=dipeptide ABC transporter ATP binding subunit DppD
U00096.3,3704047,3704262,NA_peak_1139,1.22607,8.57676,6.64839,169,3703859,3704761,gene=dppC,product=dipeptide ABC transporter membrane subunit DppC
U00096.3,3704381,3704601,NA_peak_1140,1.12232,3.42057,2.27794,77,3703859,3704761,gene=dppC,product=dipeptide ABC transporter membrane subunit DppC
U00096.3,3712396,3712627,NA_peak_1141,1.2656,9.33604,7.32294,128,3712236,3712934,gene=yhjY,product=putative outer membrane protein YhjY
U00096.3,3714330,3714533,NA_peak_1142,1.32707,12.7912,10.472,98,3714061,3716394,gene=bisC,product=biotin sulfoxide reductase
U00096.3,3715858,3716082,NA_peak_1143,1.17287,4.67394,3.3159,95,3714061,3716394,gene=bisC,product=biotin sulfoxide reductase
U00096.3,3716726,3717119,NA_peak_1144,1.16391,4.4826,3.15622,195,3716547,3717206,gene=yiaD,product=PF13488 family lipoprotein YiaD
U00096.3,3717558,3717813,NA_peak_1145,1.28616,10.311,8.19535,53,3717310,3718284,gene=ghrB,product=glyoxylate reductase
U00096.3,3722446,3722618,NA_peak_1146,1.18971,5.34437,3.87739,136,3722328,3724397,gene=glyS,product=glycine--tRNA ligase subunit beta
U00096.3,3722955,3723306,NA_peak_1147,1.22955,8.62605,6.69196,272,3722328,3724397,gene=glyS,product=glycine--tRNA ligase subunit beta
U00096.3,3723633,3724320,NA_peak_1148,1.14875,4.33699,3.03597,513,3722328,3724397,gene=glyS,product=glycine--tRNA ligase subunit beta
U00096.3,3728657,3728849,NA_peak_1149,1.22462,6.91909,5.21005,113,3727917,3729371,gene=xylB,product=xylulokinase
U00096.3,3728976,3729237,NA_peak_1150,1.39452,18.6333,16.0303,99,3727917,3729371,gene=xylB,product=xylulokinase
U00096.3,3734264,3734449,NA_peak_1151,1.14577,3.64653,2.46334,118,3733720,3734901,gene=xylH,product=xylose ABC transporter membrane subunit
U00096.3,3734521,3734688,NA_peak_1152,1.11374,2.61504,1.61732,28,3733720,3734901,gene=xylH,product=xylose ABC transporter membrane subunit
U00096.3,3737477,3737666,NA_peak_1153,1.23774,7.95338,6.10124,144,3737497,3739527,gene=malS,product=alpha-amylase
U00096.3,3741131,3741390,NA_peak_1154,1.19049,6.17909,4.58052,115,3741109,3741582,gene=ysaA,product=putative electron transport protein YsaA
U00096.3,3744946,3745358,NA_peak_1155,1.55779,36.9889,34.1848,229,3744804,3746081,gene=yiaN,product=2%2C3-diketo-L-gulonate:Na(+) symporter - membrane subunit
U00096.3,3747721,3747920,NA_peak_1156,1.23368,8.54101,6.61676,117,3747084,3748580,gene=lyxK,product=L-xylulose kinase
U00096.3,3748551,3749077,NA_peak_1157,1.32026,14.0522,11.6533,368,3747084,3748580,gene=lyxK,product=L-xylulose kinase
U00096.3,3748551,3749077,NA_peak_1157,1.32026,14.0522,11.6533,368,3748577,3749239,gene=sgbH,product=3-keto-L-gulonate-6-phosphate decarboxylase SgbH
U00096.3,3749398,3749613,NA_peak_1158,1.12637,3.18886,2.08672,43,3749232,3750092,gene=sgbU,product=putative L-xylulose 5-phosphate 3-epimerase
U00096.3,3750153,3750399,NA_peak_1159,1.20913,6.60607,4.9429,76,3750086,3750781,gene=sgbE,product=L-ribulose-5-phosphate 4-epimerase SgbE
U00096.3,3755823,3756083,NA_peak_1160,1.1323,3.33617,2.20803,165,3754973,3756511,gene=aldB,product=aldehyde dehydrogenase B
U00096.3,3756155,3756353,NA_peak_1161,1.22618,7.66987,5.85475,153,3754973,3756511,gene=aldB,product=aldehyde dehydrogenase B
U00096.3,3756830,3757212,NA_peak_1162,1.15136,4.22753,2.94475,164,3756676,3757827,gene=yiaY,product=L-threonine dehydrogenase
U00096.3,3758256,3758610,NA_peak_1163,1.36627,16.6854,14.149,134,3758017,3759861,gene=selB,product=selenocysteyl-tRNA-specific translation elongation factor
U00096.3,3758716,3759127,NA_peak_1164,1.25745,10.2315,8.12409,66,3758017,3759861,gene=selB,product=selenocysteyl-tRNA-specific translation elongation factor
